bout_idx,start_frame,end_frame,height_pre_static,speed_pre_static,pre_is_static,height_walk_start,speed_walk_start,height_walk_end,speed_walk_end,height_post_static,speed_post_static,post_is_static,delta_height_start,delta_height_end
1,13266,13464,1.940086824417114,11.613450829618653,False,2.0546573638916015,22.094969881998182,2.1044270973205568,30.936091824319742,2.1808179931640623,19.260730689336548,False,0.11457053947448737,0.07639089584350556
2,14394,15682,2.184572593688965,5.983423285470377,False,2.1589923362731938,10.531999400641576,2.2108254623413086,2.650858300275191,2.250939052581787,9.77659536081702,False,-0.02558025741577108,0.04011359024047856
3,22271,23249,2.5410288906097414,14.015233970769843,False,2.118003608703613,21.471631663954074,2.2359844818115233,24.68496084779432,2.3591163539886475,13.95113796152512,False,-0.4230252819061282,0.12313187217712418
4,43507,44167,2.338540822982788,9.910232089152906,False,2.1074402809143065,15.269601588250696,2.139118980407715,5.543134810848625,2.1196580543518064,22.357007132129944,False,-0.23110054206848174,-0.019460926055908434
5,46485,46937,1.8586703357696532,15.270103746178656,False,2.04605477142334,14.971819864619134,2.114066783905029,21.111118896672284,2.0677084503173826,11.056390190033891,False,0.1873844356536869,-0.046358333587646516
6,50194,50952,2.133682384490967,13.677181130734086,False,2.076616237640381,24.729608461050464,2.226547813415527,18.597414679346823,2.387291184250189,31.188104800618447,False,-0.05706614685058575,0.16074337083466217
7,79320,80349,2.140056499481201,10.819684380426256,False,2.0232067909240725,16.10181760742034,2.102636341094971,15.380420568008349,2.2967167568206786,14.730965172122069,False,-0.11684970855712828,0.19408041572570767
8,93233,94890,2.024825340270996,12.735856245439027,False,2.075213722229004,18.529342537974834,2.158208530426025,11.342404424472099,2.077666095733642,11.208963593094841,False,0.050388381958007766,-0.08054243469238287
9,107609,110063,2.2469209823608396,9.092271524720394,False,2.1131890983581543,19.01239896722142,1.9566764564514165,15.656896174841679,1.9609905929565432,5.13083901858791,False,-0.13373188400268532,0.004314136505126687
10,120683,121307,2.1569112873077394,11.013096325327961,False,2.0024059524536137,14.444627524347975,1.9888882484436037,19.88332696421204,1.9043748703002927,10.766223228483273,False,-0.15450533485412565,-0.08451337814331095
11,130277,132255,2.326900749206543,78.13336359581612,False,2.067085071563721,12.777148687754904,2.136518493652344,7.012177188155953,1.9609035778045658,15.801274713794305,False,-0.25981567764282243,-0.17561491584777822
12,137577,138572,2.1995942850222536,9.89283631490277,False,2.1362811317443846,16.118020013918,2.092058448791504,18.312129901599576,2.2183951675891875,17.079229612408454,False,-0.06331315327786902,0.12633671879768338
13,144488,145503,2.1460313949584964,9.523525096129225,False,2.0314813747406,9.1237618601584,2.0827153778076175,21.57040771234293,2.019972499847412,9.25946704458406,False,-0.11455002021789618,-0.0627428779602055
14,148424,150115,1.785392421722412,15.546945132070888,False,1.990482120513916,20.885636516163974,1.9370227432250982,2.128671103614211,1.9319746475219726,3.3060429673798133,False,0.20508969879150407,-0.005048095703125588
15,162274,164000,2.139592086791992,11.952506874323552,False,2.0233623008728028,13.69036385260064,2.0076634674072262,21.479087089042846,2.096150135040283,8.545275417319559,False,-0.11622978591918942,0.0884866676330569
16,168466,168909,1.9971153945922853,9.864543544452511,False,2.0492223052978518,14.34279567599702,2.0164876651763914,19.957955743946886,2.0670855865478517,14.58073762673655,False,0.0521069107055665,0.05059792137146024
17,169417,169719,1.925239513397217,11.721534182084438,False,2.06475927734375,12.650168396727084,2.022737344741821,12.576819777399258,1.865002742767334,6.6456708006072756,False,0.1395197639465331,-0.1577346019744872
